CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size,Profession_Status
555,Female,16,172051,62,Healthcare,1,3,Valid
556,Male,89,57033,99,Artist,0,4,Valid
557,Male,84,117612,63,Engineer,0,6,Valid
558,Male,40,185321,96,Artist,0,7,Valid
559,Female,17,186577,5,Healthcare,8,5,Valid
560,Male,0,151298,89,Artist,0,6,Valid
561,Female,69,123925,52,Artist,1,7,Valid
562,Female,17,169496,12,Lawyer,11,6,Valid
563,Female,0,142892,25,Entertainment,8,1,Valid
564,Female,34,58979,3,Entertainment,9,5,Valid
565,Female,51,141416,100,Healthcare,15,1,Valid
566,Male,54,104854,67,Healthcare,1,7,Valid
567,Female,19,180331,14,Artist,17,5,Valid
568,Female,99,172896,13,Engineer,0,3,Valid
569,Female,2,101451,82,Healthcare,4,3,Valid
570,Female,91,189974,37,Engineer,8,1,Valid
571,Male,65,90084,65,Artist,1,6,Valid
572,Female,47,112247,24,Executive,4,5,Valid
573,Female,91,181775,61,Artist,4,5,Valid
574,Female,64,59088,31,Artist,1,3,Valid
575,Female,91,60856,23,Artist,1,6,Valid
576,Male,32,149900,34,Artist,6,3,Valid
577,Male,15,142776,98,Engineer,8,5,Valid
578,Male,22,162598,84,Artist,8,3,Valid
579,Female,37,146195,89,Healthcare,4,4,Valid
580,Male,83,135268,53,Lawyer,4,5,Valid
581,Female,89,136037,1,Unknown,5,1,Invalid
582,Female,33,111191,67,Artist,9,4,Valid
583,Female,13,144111,62,Entertainment,12,5,Valid
584,Female,71,177359,56,Doctor,6,2,Valid
585,Female,10,112818,85,Unknown,15,7,Invalid
586,Male,49,53509,98,Artist,5,4,Valid
587,Female,9,168269,75,Executive,10,2,Valid
588,Female,53,86766,2,Lawyer,16,3,Valid
589,Female,63,52661,25,Healthcare,12,5,Valid
590,Female,46,148520,14,Healthcare,11,5,Valid
591,Male,42,149936,52,Artist,15,3,Valid
592,Female,73,102296,31,Entertainment,7,5,Valid
593,Male,75,178416,16,Executive,10,7,Valid
594,Female,49,83788,41,Doctor,15,1,Valid
595,Female,96,184771,77,Engineer,8,5,Valid
596,Female,52,70302,88,Executive,14,3,Valid
597,Female,15,58639,51,Entertainment,5,7,Valid
598,Male,91,97879,40,Entertainment,15,7,Valid
599,Male,22,64707,29,Entertainment,7,3,Valid
600,Male,62,71795,87,Healthcare,8,1,Valid
601,Male,41,76567,85,Doctor,16,1,Valid
602,Male,61,126370,20,Unknown,11,4,Invalid
603,Female,71,154007,32,Artist,7,7,Valid
604,Female,91,69720,78,Lawyer,17,6,Valid
605,Female,94,85265,68,Executive,7,6,Valid
606,Female,3,155864,31,Healthcare,13,3,Valid
607,Female,15,99421,72,Artist,8,7,Valid
608,Female,96,145457,57,Executive,2,1,Valid
609,Male,12,118041,77,Artist,9,2,Valid
610,Female,23,73759,83,Doctor,0,7,Valid
611,Male,94,90082,17,Artist,5,7,Valid
612,Female,7,74928,12,Artist,0,6,Valid
613,Female,74,101352,36,Lawyer,0,5,Valid
614,Female,52,93947,81,Healthcare,9,2,Valid
615,Male,39,134629,23,Engineer,1,6,Valid
616,Male,72,101858,70,Healthcare,8,6,Valid
617,Female,55,165501,47,Artist,10,4,Valid
618,Male,29,135931,74,Lawyer,5,1,Valid
619,Male,38,103356,20,Unknown,1,6,Invalid
620,Female,44,75195,79,Artist,1,3,Valid
621,Male,58,123083,44,Entertainment,6,5,Valid
622,Male,77,73884,30,Healthcare,1,2,Valid
623,Female,56,91180,61,Entertainment,1,7,Valid
624,Male,79,86235,52,Artist,0,2,Valid
625,Female,97,96400,4,Doctor,1,7,Valid
626,Male,78,83599,12,Healthcare,1,6,Valid
627,Female,91,82535,50,Healthcare,0,1,Valid
628,Male,35,92227,8,Lawyer,0,5,Valid
629,Female,43,150444,27,Artist,13,4,Valid
630,Female,37,149095,83,Lawyer,1,2,Valid
631,Male,63,113605,42,Artist,3,3,Valid
632,Female,16,93854,82,Healthcare,0,7,Valid
633,Male,32,118280,92,Artist,0,5,Valid
634,Male,91,94576,90,Artist,0,1,Valid
635,Female,33,129257,70,Executive,6,3,Valid
636,Female,57,70373,10,Healthcare,2,6,Valid
637,Female,43,77600,66,Healthcare,0,1,Valid
638,Female,26,113707,97,Entertainment,0,5,Valid
639,Female,59,189672,8,Doctor,0,7,Valid
640,Female,61,143180,58,Artist,0,5,Valid
641,Female,59,174890,14,Unknown,3,4,Invalid
642,Male,66,121377,19,Unknown,7,7,Invalid
643,Male,26,154857,13,Healthcare,0,7,Valid
644,Female,67,160945,51,Healthcare,0,5,Valid
645,Female,85,119557,35,Artist,0,2,Valid
646,Female,76,187141,33,Doctor,0,7,Valid
647,Female,57,97468,22,Artist,0,1,Valid
648,Female,77,160351,77,Lawyer,8,5,Valid
649,Female,66,178627,94,Healthcare,1,2,Valid
650,Female,49,170188,80,Lawyer,1,6,Valid
651,Female,36,166007,40,Doctor,1,4,Valid
652,Male,74,91794,83,Entertainment,0,7,Valid
653,Female,16,189072,86,Artist,6,3,Valid
654,Male,27,152717,15,Executive,1,6,Valid
655,Female,3,158549,98,Executive,0,3,Valid
656,Male,31,134263,94,Unknown,1,3,Invalid
657,Female,30,148236,28,Executive,1,1,Valid
658,Male,94,171677,81,Artist,0,6,Valid
659,Female,31,189446,38,Artist,1,6,Valid
660,Male,49,106633,53,Artist,0,3,Valid
661,Male,49,81084,48,Executive,6,5,Valid
662,Male,53,148759,52,Doctor,7,7,Valid
663,Female,3,117638,95,Healthcare,2,7,Valid
664,Female,91,159537,37,Doctor,4,1,Valid
665,Male,26,79526,6,Unknown,9,7,Invalid
666,Male,28,101414,64,Unknown,8,1,Invalid
667,Female,92,109519,72,Entertainment,1,4,Valid
668,Female,59,156880,70,Artist,0,7,Valid
669,Male,15,157278,58,Artist,0,6,Valid
670,Female,23,144916,84,Engineer,1,7,Valid
671,Male,54,59163,100,Unknown,3,3,Invalid
672,Female,93,93991,49,Artist,1,3,Valid
673,Female,65,58318,45,Doctor,1,1,Valid
674,Female,13,180786,88,Lawyer,1,5,Valid
675,Male,71,84622,45,Doctor,0,6,Valid
676,Male,1,92674,59,Artist,8,4,Valid
677,Female,57,87553,94,Artist,1,1,Valid
678,Male,14,74174,79,Entertainment,1,2,Valid
679,Female,77,180831,33,Healthcare,1,2,Valid
680,Female,89,137397,33,Doctor,1,7,Valid
681,Male,17,96154,100,Artist,1,4,Valid
682,Male,86,172477,69,Entertainment,1,3,Valid
683,Male,42,59954,37,Executive,4,4,Valid
684,Female,29,112240,95,Entertainment,0,4,Valid
685,Female,54,145679,35,Artist,0,2,Valid
686,Male,96,136265,49,Artist,12,5,Valid
687,Female,58,74869,12,Healthcare,0,3,Valid
688,Female,52,109425,46,Engineer,0,1,Valid
689,Female,3,126015,57,Healthcare,0,1,Valid
690,Female,13,156951,66,Healthcare,4,7,Valid
691,Female,3,127172,68,Healthcare,1,2,Valid
692,Male,89,113834,22,Doctor,0,3,Valid
693,Male,83,132005,2,Entertainment,0,5,Valid
694,Female,80,171323,78,Lawyer,10,4,Valid
695,Female,74,92355,87,Entertainment,1,4,Valid
696,Male,42,60982,3,Healthcare,0,5,Valid
697,Female,91,51742,33,Artist,8,3,Valid
698,Female,31,138612,71,Executive,9,2,Valid
699,Male,8,158123,84,Artist,1,1,Valid
700,Male,64,164675,65,Executive,0,5,Valid
701,Female,41,172882,27,Healthcare,8,7,Valid
702,Female,62,70119,93,Artist,0,1,Valid
703,Male,41,113998,26,Healthcare,7,7,Valid
704,Male,22,114011,40,Unknown,5,7,Invalid
705,Male,5,57265,89,Entertainment,7,7,Valid
706,Female,38,130597,2,Artist,6,1,Valid
707,Female,88,121597,7,Engineer,0,5,Valid
708,Male,56,103210,100,Artist,6,6,Valid
709,Male,47,66308,8,Executive,0,4,Valid
710,Male,4,141336,93,Homemaker,2,1,Valid
711,Male,82,153632,76,Entertainment,9,7,Valid
712,Female,31,65520,71,Lawyer,1,2,Valid
713,Female,69,153217,83,Healthcare,1,6,Valid
714,Male,62,92768,75,Doctor,1,1,Valid
715,Female,54,132345,10,Artist,0,2,Valid
716,Female,60,186069,49,Unknown,1,2,Invalid
717,Female,31,53802,32,Artist,1,7,Valid
718,Female,17,103739,62,Healthcare,6,4,Valid
719,Female,15,50550,34,Healthcare,9,7,Valid
720,Female,37,145648,21,Healthcare,7,6,Valid
721,Male,36,85737,37,Executive,0,3,Valid
722,Female,27,99950,20,Entertainment,0,4,Valid
723,Female,11,83220,21,Engineer,7,4,Valid
724,Male,83,73410,50,Entertainment,8,5,Valid
725,Female,71,64310,43,Unknown,2,1,Invalid
726,Female,20,59844,79,Doctor,0,1,Valid
727,Male,3,67787,1,Executive,1,6,Valid
728,Male,52,172841,4,Engineer,0,1,Valid
729,Male,75,145528,61,Healthcare,1,2,Valid
730,Male,36,173807,42,Artist,0,2,Valid
731,Male,60,185794,69,Entertainment,7,1,Valid
732,Male,8,119780,71,Healthcare,1,3,Valid
733,Female,9,158596,86,Artist,1,2,Valid
734,Female,41,118122,52,Entertainment,0,6,Valid
735,Male,38,99964,11,Healthcare,7,4,Valid
736,Female,69,120752,27,Executive,1,6,Valid
737,Female,33,189630,53,Executive,5,5,Valid
738,Male,64,125510,6,Healthcare,3,3,Valid
739,Male,19,101799,49,Engineer,1,1,Valid
740,Female,88,92914,74,Artist,0,3,Valid
741,Female,91,162465,59,Engineer,9,3,Valid
742,Male,84,163818,27,Engineer,2,1,Valid
743,Female,43,53832,56,Entertainment,4,1,Valid
744,Female,30,140190,49,Engineer,1,4,Valid
745,Male,16,125836,69,Healthcare,1,4,Valid
746,Male,89,100938,27,Entertainment,0,7,Valid
747,Male,5,168670,37,Artist,1,3,Valid
748,Female,54,176885,10,Entertainment,0,3,Valid
749,Female,41,111174,28,Artist,4,5,Valid
750,Male,80,127335,97,Artist,6,6,Valid
751,Male,37,149103,3,Healthcare,10,1,Valid
752,Male,87,167705,31,Healthcare,0,7,Valid
753,Female,50,183548,85,Entertainment,1,4,Valid
754,Female,14,50396,46,Lawyer,0,6,Valid
755,Female,17,63557,3,Unknown,1,1,Invalid
756,Female,98,87878,55,Artist,1,6,Valid
757,Male,3,55634,53,Engineer,8,3,Valid
758,Female,83,118110,26,Engineer,1,5,Valid
759,Male,13,129396,36,Artist,6,6,Valid
760,Female,46,62628,64,Entertainment,8,6,Valid
761,Female,25,51700,17,Healthcare,4,6,Valid
762,Female,4,106816,49,Artist,7,5,Valid
763,Male,64,93000,67,Lawyer,0,2,Valid
764,Female,84,144148,71,Doctor,1,4,Valid
765,Male,12,101388,90,Artist,0,2,Valid
766,Female,56,171560,78,Engineer,0,2,Valid
767,Male,58,156366,60,Entertainment,8,1,Valid
768,Female,0,143910,22,Unknown,1,7,Invalid
769,Female,25,106569,84,Engineer,1,3,Valid
770,Male,28,173009,25,Healthcare,9,6,Valid
771,Male,78,54252,29,Engineer,0,5,Valid
772,Male,56,104600,57,Entertainment,6,3,Valid
773,Male,91,50250,54,Artist,0,2,Valid
774,Male,77,93242,84,Entertainment,0,7,Valid
775,Female,83,156839,38,Artist,3,7,Valid
776,Female,64,71305,39,Artist,9,2,Valid
777,Male,19,85975,73,Entertainment,0,6,Valid
778,Male,94,188107,52,Engineer,10,2,Valid
779,Male,19,82333,35,Unknown,1,2,Invalid
780,Male,84,125016,25,Entertainment,1,7,Valid
781,Female,10,148908,10,Healthcare,2,3,Valid
782,Female,19,58217,70,Artist,0,1,Valid
783,Male,74,76521,29,Engineer,7,4,Valid
784,Female,95,117763,42,Artist,1,2,Valid
785,Female,34,115184,93,Homemaker,1,4,Valid
786,Male,30,54251,7,Artist,2,6,Valid
787,Female,53,112530,24,Entertainment,2,6,Valid
788,Male,67,107409,2,Artist,1,6,Valid
789,Female,23,84793,23,Homemaker,9,6,Valid
790,Female,25,66952,79,Entertainment,1,2,Valid
791,Female,84,153465,11,Lawyer,1,4,Valid
792,Female,1,178214,17,Artist,1,7,Valid
793,Male,70,152069,42,Entertainment,4,4,Valid
794,Female,56,132860,17,Healthcare,7,2,Valid
795,Female,0,147719,86,Lawyer,1,7,Valid
796,Female,91,172915,29,Doctor,9,1,Valid
797,Female,81,148594,29,Entertainment,3,5,Valid
798,Male,33,61986,77,Executive,0,1,Valid
799,Male,75,91456,13,Artist,1,4,Valid
800,Male,11,166247,84,Executive,1,2,Valid
801,Female,61,140516,50,Artist,0,3,Valid
802,Male,81,148208,36,Unknown,5,7,Invalid
803,Female,62,133822,78,Unknown,0,4,Invalid
804,Female,44,175424,32,Artist,4,5,Valid
805,Female,67,121528,92,Healthcare,8,4,Valid
806,Female,30,189369,69,Healthcare,0,3,Valid
807,Female,92,80808,26,Artist,1,1,Valid
808,Male,25,57535,84,Entertainment,1,7,Valid
809,Female,61,163509,51,Healthcare,0,4,Valid
810,Female,72,75884,57,Executive,0,7,Valid
811,Female,89,157759,52,Artist,1,6,Valid
812,Female,37,184813,44,Executive,0,2,Valid
813,Male,59,187253,51,Executive,8,7,Valid
814,Male,41,81718,36,Entertainment,1,3,Valid
815,Male,60,150019,37,Doctor,1,2,Valid
816,Female,81,53452,73,Entertainment,1,6,Valid
817,Male,85,150765,42,Homemaker,8,2,Valid
818,Female,91,154456,71,Unknown,0,7,Invalid
819,Female,65,56647,12,Doctor,6,4,Valid
820,Female,19,117477,48,Healthcare,6,7,Valid
821,Female,78,79677,9,Artist,10,7,Valid
822,Female,0,116759,28,Unknown,7,3,Invalid
823,Male,26,180702,21,Entertainment,6,1,Valid
824,Female,2,122698,100,Entertainment,8,1,Valid
825,Female,60,169346,55,Healthcare,7,2,Valid
826,Female,67,93176,25,Artist,4,1,Valid
827,Female,4,75853,40,Homemaker,4,5,Valid
828,Male,7,119362,58,Engineer,8,1,Valid
829,Male,28,81545,36,Artist,4,7,Valid
830,Male,67,67372,75,Artist,0,7,Valid
831,Female,30,109703,61,Executive,1,1,Valid
832,Male,38,166697,39,Unknown,13,4,Invalid
833,Female,40,124982,34,Engineer,1,7,Valid
834,Female,6,146776,83,Lawyer,1,7,Valid
835,Female,3,147548,45,Executive,4,5,Valid
836,Female,51,117620,60,Healthcare,7,6,Valid
837,Male,63,85351,57,Healthcare,0,2,Valid
838,Male,65,174432,8,Artist,0,7,Valid
839,Male,44,70787,68,Doctor,1,3,Valid
840,Female,90,75473,63,Healthcare,0,7,Valid
841,Male,76,90082,49,Healthcare,1,6,Valid
842,Female,62,185388,54,Healthcare,0,2,Valid
843,Female,5,168110,69,Doctor,14,6,Valid
844,Female,67,184628,38,Artist,12,2,Valid
845,Female,38,176551,45,Healthcare,8,1,Valid
846,Female,31,76422,21,Healthcare,9,7,Valid
847,Male,2,164248,51,Entertainment,9,3,Valid
848,Female,82,109188,38,Lawyer,5,7,Valid
849,Female,66,132951,26,Healthcare,4,1,Valid
850,Female,75,164598,32,Healthcare,8,1,Valid
851,Male,69,186655,32,Unknown,7,2,Invalid
852,Female,62,111859,86,Healthcare,6,1,Valid
853,Female,0,121926,41,Lawyer,7,1,Valid
854,Female,11,143047,42,Executive,1,3,Valid
855,Female,22,131748,23,Artist,1,3,Valid
856,Male,76,142801,23,Lawyer,0,1,Valid
857,Male,85,142723,46,Engineer,0,6,Valid
858,Male,21,155151,16,Unknown,14,3,Invalid
859,Female,64,153607,48,Healthcare,1,4,Valid
860,Male,94,144192,34,Healthcare,0,3,Valid
861,Female,83,174159,22,Lawyer,4,4,Valid
862,Female,93,73642,50,Unknown,0,3,Invalid
863,Female,12,170319,46,Artist,8,7,Valid
864,Female,0,141351,10,Engineer,0,2,Valid
865,Female,79,167411,9,Unknown,12,5,Invalid
866,Male,90,58289,49,Artist,5,6,Valid
867,Female,45,79801,77,Doctor,0,2,Valid
868,Female,82,146118,52,Unknown,8,7,Invalid
869,Female,57,57337,14,Healthcare,1,4,Valid
870,Female,43,113575,6,Entertainment,1,2,Valid
871,Male,63,122658,65,Engineer,6,2,Valid
872,Female,62,151836,13,Artist,0,6,Valid
873,Female,43,185900,80,Homemaker,9,4,Valid
874,Female,34,94029,98,Healthcare,1,4,Valid
875,Female,30,157290,22,Artist,2,2,Valid
876,Male,97,175996,42,Entertainment,10,4,Valid
877,Male,68,102016,37,Artist,0,4,Valid
878,Male,16,77902,67,Artist,1,2,Valid
879,Female,15,81138,86,Healthcare,9,7,Valid
880,Male,25,128258,48,Executive,0,2,Valid
881,Female,29,62475,24,Artist,6,4,Valid
882,Female,85,82854,75,Artist,6,4,Valid
883,Female,30,59284,38,Doctor,7,7,Valid
884,Female,13,141580,92,Healthcare,0,4,Valid
885,Female,88,171362,90,Executive,6,4,Valid
886,Male,5,78274,65,Artist,9,2,Valid
887,Female,95,76646,61,Artist,0,1,Valid
888,Female,92,78308,66,Executive,5,2,Valid
889,Female,63,78971,89,Engineer,1,2,Valid
890,Female,75,65528,73,Unknown,1,5,Invalid
891,Male,67,94199,71,Artist,5,7,Valid
892,Female,58,135705,48,Engineer,8,7,Valid
893,Male,52,130573,31,Entertainment,8,3,Valid
894,Female,85,152303,68,Artist,1,5,Valid
895,Female,31,144582,89,Doctor,1,1,Valid
896,Female,84,93288,60,Artist,10,6,Valid
897,Female,93,88192,3,Unknown,10,2,Invalid
898,Male,18,62362,81,Lawyer,7,3,Valid
899,Male,73,74350,39,Lawyer,10,1,Valid
900,Male,3,144103,42,Healthcare,8,7,Valid
901,Male,1,75518,17,Lawyer,7,3,Valid
902,Male,53,160980,62,Doctor,4,2,Valid
903,Female,75,102904,28,Artist,7,6,Valid
904,Female,15,174501,37,Unknown,9,7,Invalid
905,Female,47,157661,57,Healthcare,6,6,Valid
906,Female,66,118385,8,Healthcare,10,3,Valid
907,Female,17,116463,100,Artist,8,4,Valid
908,Female,1,161212,14,Artist,9,6,Valid
909,Male,16,172601,50,Unknown,4,6,Invalid
910,Female,52,167214,94,Homemaker,8,7,Valid
911,Male,21,69644,19,Artist,5,1,Valid
912,Female,19,120215,46,Homemaker,7,2,Valid
913,Female,29,180401,23,Engineer,7,6,Valid
914,Female,40,113739,93,Artist,5,7,Valid
915,Male,76,111717,41,Healthcare,1,2,Valid
916,Male,91,62808,20,Engineer,0,4,Valid
917,Female,24,67582,13,Artist,1,3,Valid
918,Male,4,96543,60,Artist,9,1,Valid
919,Male,90,89667,69,Artist,0,2,Valid
920,Female,56,98980,65,Engineer,0,1,Valid
921,Male,14,124998,17,Lawyer,1,3,Valid
922,Male,52,189091,12,Artist,0,6,Valid
923,Female,14,153842,3,Artist,1,3,Valid
924,Male,30,106314,16,Artist,0,7,Valid
925,Female,70,62901,60,Artist,8,5,Valid
926,Male,14,149618,78,Healthcare,4,6,Valid
927,Female,95,72068,97,Healthcare,0,6,Valid
928,Male,25,81367,87,Unknown,0,3,Invalid
929,Female,95,118575,10,Entertainment,1,3,Valid
930,Female,12,82382,97,Executive,1,3,Valid
931,Male,82,114776,55,Entertainment,10,3,Valid
932,Female,2,145597,81,Artist,1,6,Valid
933,Male,51,162072,86,Engineer,1,1,Valid
934,Male,63,172872,11,Healthcare,0,7,Valid
935,Female,30,182162,6,Artist,1,3,Valid
936,Female,68,71467,81,Artist,5,7,Valid
937,Female,21,85568,1,Healthcare,0,6,Valid
938,Female,99,56851,72,Entertainment,6,3,Valid
939,Female,0,116782,73,Artist,9,5,Valid
940,Female,80,67781,1,Entertainment,4,4,Valid
941,Female,51,70152,29,Healthcare,0,2,Valid
942,Male,18,185861,82,Artist,3,6,Valid
943,Male,43,162595,17,Artist,3,3,Valid
944,Female,29,80098,54,Lawyer,10,6,Valid
945,Female,20,184801,8,Lawyer,1,1,Valid
946,Female,39,58908,37,Artist,6,6,Valid
947,Female,9,146011,69,Unknown,9,5,Invalid
948,Female,45,135174,39,Artist,9,4,Valid
949,Female,65,114244,64,Artist,0,1,Valid
950,Female,64,157207,52,Healthcare,0,4,Valid
951,Female,81,128834,23,Entertainment,5,4,Valid
952,Male,54,51166,24,Entertainment,0,7,Valid
953,Female,32,130118,36,Artist,0,4,Valid
954,Male,29,87014,71,Doctor,11,4,Valid
955,Female,25,111379,93,Artist,0,2,Valid
956,Male,5,83704,82,Entertainment,1,1,Valid
957,Female,55,90558,49,Healthcare,8,2,Valid
958,Male,12,187343,14,Healthcare,6,3,Valid
959,Female,81,111174,48,Entertainment,9,6,Valid
960,Male,87,64461,63,Engineer,4,4,Valid
961,Male,12,109618,97,Artist,7,3,Valid
962,Male,91,189357,4,Lawyer,7,1,Valid
963,Female,63,120955,79,Artist,6,1,Valid
964,Female,97,168898,54,Homemaker,8,7,Valid
965,Male,89,130431,52,Healthcare,6,3,Valid
966,Male,59,161091,56,Engineer,9,1,Valid
967,Female,26,69988,2,Homemaker,5,4,Valid
968,Female,5,169702,98,Doctor,5,1,Valid
969,Male,32,186897,49,Healthcare,1,7,Valid
970,Female,98,109061,41,Engineer,6,1,Valid
971,Male,31,188620,30,Artist,3,6,Valid
972,Female,59,108675,57,Artist,4,5,Valid
973,Female,80,177601,34,Entertainment,0,2,Valid
974,Female,12,87365,3,Unknown,1,2,Invalid
975,Male,80,95929,23,Engineer,0,2,Valid
976,Male,59,97185,87,Entertainment,0,5,Valid
977,Female,56,103838,17,Artist,1,2,Valid
978,Male,18,129260,11,Doctor,1,3,Valid
979,Female,66,151184,19,Artist,1,4,Valid
980,Female,67,177512,62,Engineer,2,3,Valid
981,Male,39,140099,51,Lawyer,0,7,Valid
982,Male,23,67535,97,Healthcare,7,6,Valid
983,Male,47,133236,61,Executive,1,6,Valid
984,Female,41,87975,5,Homemaker,9,7,Valid
985,Female,40,164350,23,Healthcare,0,5,Valid
986,Male,36,55109,53,Artist,8,3,Valid
987,Female,12,67613,40,Entertainment,1,2,Valid
988,Female,60,185306,47,Entertainment,0,2,Valid
989,Female,24,154787,84,Executive,3,5,Valid
990,Female,17,109759,96,Artist,9,3,Valid
991,Female,92,114571,51,Executive,1,3,Valid
992,Male,32,130697,93,Artist,1,2,Valid
993,Male,39,115916,24,Doctor,13,6,Valid
994,Female,50,69814,53,Artist,9,2,Valid
995,Female,85,118161,74,Engineer,0,4,Valid
996,Male,65,56583,65,Healthcare,2,3,Valid
997,Female,17,185843,36,Artist,4,3,Valid
998,Female,31,171825,22,Entertainment,10,4,Valid
999,Male,24,77976,95,Artist,11,3,Valid
1000,Male,97,66312,75,Entertainment,0,1,Valid
1001,Female,92,81839,11,Entertainment,0,4,Valid
1002,Female,80,55712,5,Artist,5,6,Valid
1003,Male,33,158335,45,Healthcare,2,5,Valid
1004,Male,8,74253,45,Lawyer,1,6,Valid
1005,Male,67,119625,3,Healthcare,4,4,Valid
1006,Female,8,129743,6,Artist,0,2,Valid
1007,Female,61,101007,60,Lawyer,0,6,Valid
1008,Male,83,87529,49,Artist,9,7,Valid
1009,Male,8,151648,98,Healthcare,8,6,Valid
1010,Male,69,61637,67,Unknown,0,5,Invalid
1011,Male,14,164659,59,Entertainment,1,6,Valid
1012,Female,80,125623,62,Executive,0,4,Valid
1013,Female,85,104054,22,Artist,8,4,Valid
1014,Male,88,83535,56,Artist,1,5,Valid
1015,Female,76,166245,13,Executive,7,3,Valid
1016,Female,32,100890,60,Entertainment,4,4,Valid
1017,Female,99,55972,83,Entertainment,1,7,Valid
1018,Female,85,134282,39,Artist,2,5,Valid
1019,Female,25,106669,22,Lawyer,1,7,Valid
1020,Female,99,145777,94,Executive,1,5,Valid
1021,Male,41,119259,91,Healthcare,1,5,Valid
1022,Female,1,150174,59,Artist,2,2,Valid
1023,Female,45,55472,51,Healthcare,1,3,Valid
1024,Male,55,99423,82,Healthcare,0,5,Valid
1025,Female,20,146221,25,Unknown,0,3,Invalid
1026,Female,33,84238,31,Artist,1,2,Valid
1027,Male,92,57032,75,Entertainment,1,5,Valid
1028,Male,93,88811,52,Engineer,0,4,Valid
1029,Male,60,167420,38,Artist,5,2,Valid
1030,Male,38,101846,17,Doctor,3,2,Valid
1031,Male,15,114061,87,Artist,2,5,Valid
1032,Male,74,147449,16,Artist,1,5,Valid
1033,Female,47,83043,76,Executive,0,1,Valid
1034,Female,96,168990,81,Doctor,9,5,Valid
1035,Male,97,73867,65,Healthcare,4,5,Valid
1036,Female,35,165772,51,Healthcare,1,4,Valid
1037,Female,19,178217,38,Unknown,0,3,Invalid
1038,Male,60,162612,98,Engineer,1,6,Valid
1039,Male,37,99872,53,Entertainment,11,3,Valid
1040,Female,49,142566,77,Artist,1,7,Valid
1041,Female,1,111424,80,Entertainment,8,5,Valid
1042,Male,43,187841,38,Artist,1,4,Valid
1043,Female,46,171921,50,Artist,1,6,Valid
1044,Female,65,115299,87,Artist,6,3,Valid
1045,Male,75,94129,27,Healthcare,6,7,Valid
1046,Male,40,172378,39,Entertainment,5,6,Valid
1047,Male,28,146597,31,Engineer,1,4,Valid
1048,Female,78,64057,44,Doctor,0,3,Valid
1049,Female,22,163585,49,Artist,9,5,Valid
1050,Male,6,93186,83,Entertainment,1,3,Valid
1051,Male,46,149764,1,Entertainment,0,6,Valid
1052,Male,17,116822,84,Doctor,1,3,Valid
1053,Female,46,109346,37,Entertainment,1,2,Valid
1054,Female,72,111587,99,Artist,7,4,Valid
1055,Female,38,166644,66,Artist,8,6,Valid
1056,Female,50,181270,56,Artist,1,1,Valid
1057,Male,47,65207,81,Healthcare,1,2,Valid
1058,Female,72,112146,21,Homemaker,8,4,Valid
1059,Male,8,104953,57,Doctor,1,6,Valid
1060,Female,34,139009,24,Artist,0,4,Valid
1061,Female,53,67916,82,Healthcare,0,6,Valid
1062,Female,82,99983,88,Executive,0,1,Valid
1063,Male,63,131122,40,Artist,9,6,Valid
1064,Female,58,173190,37,Doctor,9,4,Valid
1065,Male,23,122712,21,Unknown,1,1,Invalid
1066,Female,80,55792,30,Artist,1,6,Valid
1067,Male,45,73892,45,Doctor,1,4,Valid
1068,Female,30,78821,46,Unknown,1,4,Invalid
1069,Female,84,152475,12,Artist,0,7,Valid
1070,Male,45,152226,87,Artist,4,4,Valid
1071,Male,85,117679,18,Entertainment,1,3,Valid
1072,Male,23,146473,87,Artist,1,4,Valid
1073,Male,79,66051,75,Healthcare,1,7,Valid
1074,Male,47,162332,72,Entertainment,1,5,Valid
1075,Female,93,166018,71,Doctor,0,3,Valid
1076,Female,95,67398,81,Entertainment,2,5,Valid
1077,Male,44,73760,70,Entertainment,1,6,Valid
1078,Male,95,167578,66,Entertainment,0,1,Valid
1079,Male,28,130267,45,Engineer,8,4,Valid
1080,Male,91,94846,95,Engineer,0,5,Valid
1081,Female,81,155396,1,Engineer,9,5,Valid
1082,Female,90,138013,16,Artist,8,7,Valid
1083,Male,79,148286,77,Entertainment,0,4,Valid
1084,Female,6,101031,28,Artist,1,1,Valid
1085,Female,38,52884,24,Lawyer,1,1,Valid
1086,Male,87,153230,15,Healthcare,8,1,Valid
1087,Female,93,63261,13,Engineer,1,7,Valid
1088,Male,44,90167,84,Engineer,0,3,Valid
1089,Female,10,162076,78,Unknown,0,3,Invalid
1090,Female,84,53622,27,Artist,0,3,Valid
1091,Female,7,172913,94,Executive,3,4,Valid
1092,Female,41,94316,86,Artist,0,6,Valid
1093,Male,87,141383,3,Unknown,7,5,Invalid
1094,Female,33,67874,55,Artist,0,2,Valid
1095,Female,34,176554,62,Healthcare,1,2,Valid
1096,Female,53,135341,56,Healthcare,10,2,Valid
1097,Female,47,129019,57,Healthcare,0,3,Valid
1098,Male,53,107879,3,Doctor,1,6,Valid
1099,Male,92,79531,4,Artist,1,1,Valid
1100,Male,89,63379,59,Artist,12,7,Valid
1101,Female,27,156258,54,Entertainment,0,4,Valid
1102,Male,70,67874,41,Entertainment,9,3,Valid
1103,Female,86,159964,57,Engineer,5,6,Valid
1104,Female,99,103706,50,Entertainment,1,2,Valid
